affairs,59671
ca,29028
coders,1550
nda,2735
exam,120440
revision,12709
pw,19799
shakti,674
batch,62177
physicswallah,26152
appwebsite,2613
subjects,26823
wallah,19575
jee,233367
ncert,40491
commerce,1227
currentaffairs,4128
defencewallah,715
exams,90930
polity,32115
geography,32188
faculties,1763
menti,7116
pwshorts,647
ssb,4853
banking,1278
mcqs,15459
revise,8696
vocabulary,3881
preparations,70101
wallahnda,2545
geometry,1844
chapter,15614
equations,3121
equation,2492
formulas,668
differential,1417
calculus,871
derivatives,1237
civil,5713
optics,2731
optical,595
wave,1507
electric,2847
magnetic,2161
ray,1542
waves,1327
reflection,681
refraction,765
algebra,1937
chemical,7252
physiology,531
economy,8017
differentiation,528
integrals,708
magnetism,1246
electromagnetic,1271
induction,888
metals,654
compounds,1653
differentiability,726
idioms,863
phrases,746
circle,649
circles,1034
reproduction,2150
reproductive,893
thermodynamics,4475
shm,665
thermal,563
formula,2293
matrices,1019
determinants,880
doubt,102919
theorem,1576
binomial,803
quadratic,1345
force,2354
gravitation,1152
solids,548
fluids,528
velocity,997
pressure,895
concept,5955
redox,638
electrochemistry,1681
reduction,526
trigonometry,1903
medieval,1215
mechanics,4068
newtons,756
momentum,901
friction,828
trigonometric,1265
bonding,2160
graphs,729
circular,1302
projectile,522
mole,1173
atomic,2214
forces,764
aspirant,899
upsc,291196
ssc,52388
aspirants,53291
dpp,3750
doubts,115128
batches,12034
cracked,3409
mechanism,1206
explaining,1315
indefinite,848
candidates,728
pyqs,7040
kinematics,1877
kinetics,1535
integral,658
calculation,542
atoms,4456
cds,19637
mcq,2235
mentorship,551
electrostatics,1579
iit,91098
mass,1346
permutation,958
polynomials,677
anatomy,539
competitive,12991
numpy,768
discrete,510
algo,516
xml,626
webinar,508
biological,791
trick,588
numerical,1086
methodologies,525
fluid,2663
gate,80489
elastic,541
cuet,2462
neet,168333
ncertwallah,795
jeeadvanced,679
inorganic,1183
botany,756
nta,835
dropper,563
jeeneet,2604
pcmb,555
neetbiology,707
admission,1462
neetchemistry,1953
neetphysics,1157
umeed,1000
mains,48830
toppers,6470
droppers,2991
chapters,2959
topper,2440
coaching,2750
topicwise,1744
cbse,49088
chem,666
xi,1000
xii,979
entrance,22219
pcm,1308
iitjee,726
chapterwise,1588
scholarships,7244
lecturewise,700
ntse,1150
examinations,11915
mbbs,5152
pyq,1918
rotational,1431
formulae,585
iitian,1646
scholarship,9451
subjecttopics,836
nuclear,749
channelphysicswallahalakh,518
physicstueswedthurfrisat,518
chemistrysatsun,518
mathematicswedthurfrisatsun,518
biologywedthurfrisatsun,518
boardsjee,554
mainneet,1053
boardsneetjee,516
hydrocarbons,989
biomolecules,742
coordination,1707
goc,637
compound,756
morphology,785
iupac,506
equilibrium,2105
isomerism,1046
geometrical,701
nomenclature,651
mainsneet,2519
jeemains,1654
marks,16317
absorption,559
ketones,693
aldehydes,663
alcohols,936
pblock,540
neetlive,521
carboxylic,690
phenols,685
ethers,731
phenol,576
alcohol,573
haloalkanes,1357
haloarenes,1098
electrostatic,791
capacitance,928
capacitor,671
ionic,1166
molecules,641
icse,5124
unacademy,708629
btech,2596
nit,2222
unacademyatoms,1540
jeemain,2230
predictor,1218
ether,511
rankers,884
ugc,11420
prelims,42092
analysts,2516
selenium,8771
dom,507
queries,13853
admin,570
number,3858
present,631
paper,15845
board,7670
numbers,1683
points,870
terms,909
grade,3339
percentage,540
results,1422
grid,524
assignments,1128
performance,1576
error,1202
server,2324
domain,867
sequence,2499
range,668
addition,1105
motion,7402
index,514
professionals,7540
skills,3124
coding,650
logical,1101
level,17831
maths,37852
college,2015
notes,47892
practical,2339
motivated,8027
graph,868
classification,2317
programs,3869
process,16720
organization,998
network,1988
boards,3671
center,825
award,718
tutorial,12020
angles,695
criteria,779
career,5087
lesson,9450
discussion,7057
nodejs,1251
example,1301
writing,3077
api,629
result,1547
feedback,32934
complete,36929
submission,10285
news,16207
techniques,3369
jobs,4822
practices,5226
competition,4286
blog,4005
website,11194
mechanical,13182
management,6811
speaking,532
tips,41421
analysis,51414
probability,1448
grammar,3854
information,10376
word,32740
subject,6419
system,6429
written,1141
excel,11055
dna,614
communication,1590
awareness,919
policy,630
syllabus,48811
quizzes,1573
tutorials,3732
educational,7653
topic,23586
term,7239
solution,34474
algorithm,738
visualization,1345
ram,633
threads,592
computation,593
law,6277
answers,2121
virtualization,547
substitution,756
blockchain,2024
elements,3233
articles,1527
php,3486
administration,1060
physics,76910
analyze,783
experiment,516
generation,1145
discussing,26573
oriented,1976
triangle,890
angle,821
ui,638
pdf,5492
explain,1770
correct,4106
triangles,917
mathematical,1677
examination,13945
chemistry,80547
philosophy,632
hydrogen,792
reaction,2697
reactions,1820
fundamental,1568
scraping,1083
analyzing,4784
ecosystem,1122
educators,183956
charge,759
pattern,2102
oop,537
curve,2920
storytelling,802
progression,848
states,1716
features,6691
pdfs,8378
map,1193
mapping,1128
survey,2371
module,1207
wordpress,560
operating,878
os,571
integration,4535
query,3518
words,3059
training,70347
java,13252
placement,1322
graduation,795
vectors,1682
redux,825
gui,750
automating,625
describe,711
books,2449
preparation,98311
colleges,8836
atom,1249
ips,1016
circuit,508
teacher,102484
robotic,1118
certificate,3341
schedule,15365
automated,848
scientist,4628
visualize,509
analytics,3581
reactjs,1119
electricity,2362
solves,713
processing,1364
quantitative,814
reasoning,5955
mysql,682
academy,3081
advanced,27710
ai,1154
algorithms,2366
answer,10438
app,177229
application,5666
applications,6339
approach,1975
architecture,2447
arithmetic,1007
arrays,690
art,6915
artificial,4619
assignment,2493
biology,43911
book,2673
c,6529
campus,826
class,420931
classes,221197
classmates,31015
cloud,13284
code,120252
course,101832
courses,35397
cracking,888
cs,8264
css,2186
current,69080
curriculum,552
cybersecurity,4228
data,44254
database,3100
degree,2158
desktop,725
developer,11803
developers,3428
division,520
django,1878
domains,717
ed,512
education,8716
educator,68355
edx,509
engineering,13078
english,52959
enroll,37558
examples,2515
framework,2503
git,3032
github,2175
graduate,8814
harvard,1832
history,38107
html,1557
ide,625
implementation,1174
implementing,902
institute,1672
integrated,710
intellectual,528
intelligence,6365
it,44670
javascript,4752
knowledge,8069
language,5706
languages,2006
learn,135368
learning,92186
lecture,34383
lectures,23538
lessons,40806
libraries,933
library,6268
license,1215
linear,2158
linux,1514
literature,776
logic,630
machine,16940
math,2197
mathematics,18149
medical,13033
memory,847
might,3338
ml,1098
model,2076
modules,1527
molecular,1773
multiple,1496
objectoriented,555
opencourseware,500
page,17585
participate,502
pedagogy,587
phd,2725
prepare,33035
principles,2217
problem,1819
problems,10790
program,61317
programmers,1156
programming,10894
project,12432
projects,2460
python,39592
quantum,910
question,15292
questions,46183
quiz,14206
reading,1649
research,3244
school,1527
science,63110
sciences,3129
scientific,604
scientists,1045
sessions,101655
sets,971
skill,646
solutions,6928
solve,13531
solved,883
solving,2257
sort,637
sql,1611
stack,2545
statistics,2349
string,522
structures,757
student,5802
students,153887
studies,11447
study,73807
studying,558
summary,5557
systems,1957
teach,7449
teachers,57510
teaches,1432
teaching,74240
team,18014
tech,12827
technical,4867
technologies,4473
technology,10483
test,60003
testing,5229
tests,4217
theory,4925
topics,22882
university,6173
universitys,571
variables,983
web,8911
zoology,944
red,440
light,134
green,472
karaoke,118
kids,29124
songs,9898
nursery,14642
rhymes,14628
baby,5138
learn,5312
read,554
dance,3888
leaning,484
learning,5280
perfect,942
child,928
little,8628
bum,1472
rhyme,2572
love,1324
cartoons,2656
play,3880
lyrics,4286
twinkle,1164
star,602
magical,120
adventure,126
sky,198
world,1200
children,5096
addition,752
preschoolers,964
letters,2044
numbers,2278
animal,2136
lessons,800
parents,2600
teach,1724
verse,174
wonder,120
habits,112
eating,108
cartoon,348
babys,132
dentist,158
doctors,140
splash,392
johny,500
doctor,632
princesses,136
pirates,164
planes,184
carrots,118
teacher,170
educational,2664
stories,3910
angel,164
quality,1074
content,1774
preschool,184
daddy,522
instruments,108
shake,336
care,246
rain,1050
abc,1372
phonics,460
tree,332
happy,3046
place,312
duck,222
quack,306
neigh,152
freeze,134
school,850
birds,112
earth,120
apples,294
bananas,214
lunch,176
soccer,152
monkeys,738
jumping,848
potato,142
two,712
potatoes,116
sun,200
babies,486
animated,878
shapes,584
spider,386
fire,272
truck,596
robot,468
train,5664
car,668
blue,324
he's,144
wonderful,140
orange,170
yellow,266
purple,154
too,748
yummy,378
merry,188
cool,104
halloween,5054
toys,1588
space,116
moon,126
small,130
swimming,178
muffin,180
shark,1084
ten,366
duckies,108
balloon,324
learns,160
colours,166
vowels,120
six,156
seven,158
eight,146
nine,144
dinosaurs,210
dinosaur,206
humpty,382
dumpty,336
monsters,438
ocean,148
ants,140
dog,206
sir,210
alphabet,244
babysongs,868
poem,148
